Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Year,Month,Age Group,Num Add-ons
4476,40,Male,False,Tablet,SKU1002,3,Cancelled,Paypal,2470.3,247.03,10,2023-11-01,Express,Extended Warranty,30.3,2023,11,30-50,1
4476,40,Male,True,Smartwatch,SKU1003,3,Cancelled,Debit Card,1689.66,844.83,2,2023-12-20,Standard,"Accessory,Accessory,Extended Warranty",55.14,2023,12,30-50,3
4476,40,Male,False,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-06-12,Express,"Accessory,Impulse Item",48.39,2024,6,30-50,2
4478,30,Male,False,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-10-01,Express,"Extended Warranty,Extended Warranty,Impulse Item",56.91,2023,10,30-50,3
4479,78,Female,False,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-11-26,Overnight,Extended Warranty,44.88,2023,11,>50,1
4480,68,Female,True,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,2023-11-15,Express,Impulse Item,23.82,2023,11,>50,1
4480,68,Female,False,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-04-26,Standard,Accessory,42.62,2024,4,>50,1
4480,68,Female,False,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2024-05-06,Standard,"Extended Warranty,Extended Warranty",48.18,2024,5,>50,2
4481,44,Female,False,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-08-03,Express,"Extended Warranty,Accessory",36.49,2024,8,30-50,2
4482,31,Female,False,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-11-20,Express,"Impulse Item,Accessory",34.77,2023,11,30-50,2
4482,31,Female,False,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-02-13,Express,Extended Warranty,30.6,2024,2,30-50,1
4482,31,Female,True,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2024-03-15,Overnight,Accessory,25.67,2024,3,30-50,1
4482,31,Female,False,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-09-15,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",97.56,2024,9,30-50,3
4484,52,Female,False,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-02-06,Express,"Accessory,Accessory",76.8,2024,2,>50,2
4485,44,Male,False,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2023-12-01,Standard,Accessory,16.99,2023,12,30-50,1
4485,44,Male,False,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-04-07,Overnight,"Accessory,Accessory,Impulse Item",39.01,2024,4,30-50,3
4486,26,Male,False,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-07-12,Express,Accessory,7.76,2024,7,<30,1
4486,26,Male,True,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-08-19,Express,Accessory,25.69,2024,8,<30,1
4490,64,Male,False,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2023-10-15,Overnight,"Extended Warranty,Impulse Item",38.94,2023,10,>50,2
4490,64,Male,False,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2023-10-24,Express,"Impulse Item,Extended Warranty",75.0,2023,10,>50,2
4490,64,Male,True,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-12-11,Express,"Accessory,Impulse Item",30.48,2023,12,>50,2
4491,64,Male,False,Laptop,SKU1005,3,Completed,Paypal,4175.64,463.96,9,2024-01-17,Express,"Accessory,Impulse Item,Extended Warranty",114.87,2024,1,>50,3
4491,64,Male,False,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-09-02,Standard,"Extended Warranty,Accessory,Accessory",76.86,2024,9,>50,3
4494,41,Female,False,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-07-18,Express,"Extended Warranty,Accessory",41.31,2024,7,30-50,2
4495,72,Female,False,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-09-19,Express,"Extended Warranty,Impulse Item,Accessory",115.34,2024,9,>50,3
4496,62,Male,False,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-29,Standard,Impulse Item,14.68,2024,1,>50,1
4497,63,Male,False,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2024-02-16,Overnight,,0.0,2024,2,>50,0
4497,63,Male,False,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,2024-03-14,Express,"Impulse Item,Impulse Item,Extended Warranty",50.33,2024,3,>50,3
4497,63,Male,False,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-03-28,Overnight,"Extended Warranty,Extended Warranty",70.73,2024,3,>50,2
4497,63,Male,False,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,2024-08-29,Overnight,Accessory,43.1,2024,8,>50,1
4498,39,Female,False,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2023-11-27,Express,Impulse Item,11.43,2023,11,30-50,1
4499,67,Female,False,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-09-05,Express,Extended Warranty,12.96,2024,9,>50,1
4500,54,Female,False,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2023-10-01,Standard,"Extended Warranty,Accessory",79.59,2023,10,>50,2
4500,54,Female,False,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-03-26,Standard,,0.0,2024,3,>50,0
4500,54,Female,True,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2024-08-01,Express,"Accessory,Extended Warranty",79.42,2024,8,>50,2
4501,41,Female,False,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2023-10-06,Express,"Impulse Item,Extended Warranty,Impulse Item",113.06,2023,10,30-50,3
4501,41,Female,False,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,2024-06-21,Standard,,0.0,2024,6,30-50,0
4502,63,Male,True,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-04-18,Express,"Accessory,Extended Warranty",69.63,2024,4,>50,2
4504,38,Male,False,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2023-10-20,Express,,0.0,2023,10,30-50,0
4504,38,Male,False,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-05-23,Standard,,0.0,2024,5,30-50,0
4506,51,Female,False,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-06-14,Express,,0.0,2024,6,>50,0
4506,51,Female,False,Laptop,SKU1005,3,Completed,Paypal,3711.68,463.96,8,2024-09-09,Express,,0.0,2024,9,>50,0
4507,40,Male,False,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-05-22,Express,"Extended Warranty,Impulse Item",44.87,2024,5,30-50,2
4508,73,Male,False,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-07-12,Overnight,Impulse Item,12.2,2024,7,>50,1
4509,53,Male,True,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-06-18,Standard,Impulse Item,5.29,2024,6,>50,1
4510,36,Female,False,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2023-09-24,Overnight,"Impulse Item,Extended Warranty,Accessory",97.25,2023,9,30-50,3
4510,36,Female,False,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-05-24,Express,,0.0,2024,5,30-50,0
4512,50,Male,False,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2024-02-12,Express,Impulse Item,10.65,2024,2,30-50,1
4513,66,Female,False,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2023-10-05,Express,"Impulse Item,Extended Warranty,Impulse Item",98.5,2023,10,>50,3
4518,34,Female,False,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2023-11-08,Express,Extended Warranty,14.37,2023,11,30-50,1
4518,34,Female,False,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-11-26,Express,"Extended Warranty,Impulse Item,Impulse Item",104.83,2023,11,30-50,3
4518,34,Female,False,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-08-01,Overnight,"Extended Warranty,Extended Warranty,Extended Warranty",115.62,2024,8,30-50,3
4519,38,Female,False,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-01-10,Standard,Impulse Item,10.84,2024,1,30-50,1
4519,38,Female,True,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-04-29,Standard,"Accessory,Extended Warranty",59.34,2024,4,30-50,2
4520,32,Female,False,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-08-17,Overnight,,0.0,2024,8,30-50,0
4520,32,Female,True,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-09-11,Express,"Impulse Item,Accessory",69.77,2024,9,30-50,2
4522,30,Male,False,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-01-22,Express,"Extended Warranty,Extended Warranty,Extended Warranty",107.5,2024,1,30-50,3
4524,41,Female,False,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-01-31,Express,"Impulse Item,Impulse Item,Extended Warranty",79.17,2024,1,30-50,3
4524,41,Female,False,Smartphone,SKU1004,2,Cancelled,Cash,7120.71,791.19,9,2024-08-06,Overnight,Impulse Item,44.0,2024,8,30-50,1
4526,41,Female,False,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2023-12-29,Standard,"Extended Warranty,Extended Warranty,Accessory",75.84,2023,12,30-50,3
4526,41,Female,False,Smartphone,SKU1004,2,Cancelled,Debit Card,1582.38,791.19,2,2024-08-20,Express,"Accessory,Extended Warranty",47.87,2024,8,30-50,2
4527,54,Male,False,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-02-28,Express,Impulse Item,49.47,2024,2,>50,1
4527,54,Male,False,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-04-01,Express,Impulse Item,38.58,2024,4,>50,1
4528,55,Male,False,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2023-10-31,Standard,"Accessory,Accessory",78.59,2023,10,>50,2
4528,55,Male,False,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-26,Express,,0.0,2024,6,>50,0
4529,18,Male,False,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-08-03,Overnight,"Accessory,Impulse Item,Impulse Item",98.0,2024,8,<30,3
4530,58,Female,True,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2023-10-13,Standard,"Extended Warranty,Extended Warranty",29.38,2023,10,>50,2
4530,58,Female,False,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2024-08-06,Express,Extended Warranty,13.39,2024,8,>50,1
4531,49,Male,False,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2024-02-16,Standard,,0.0,2024,2,30-50,0
4531,49,Male,True,Laptop,SKU1005,3,Cancelled,Debit Card,4639.6,463.96,10,2024-07-29,Standard,Impulse Item,33.52,2024,7,30-50,1
4532,80,Female,False,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-10-18,Overnight,,0.0,2023,10,>50,0
4533,55,Male,True,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2024-07-09,Overnight,,0.0,2024,7,>50,0
4534,38,Male,False,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-02-22,Overnight,"Impulse Item,Impulse Item",40.98,2024,2,30-50,2
4535,61,Male,False,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-02-11,Standard,"Extended Warranty,Accessory,Extended Warranty",60.23,2024,2,>50,3
4535,61,Male,False,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-07-31,Standard,"Accessory,Accessory",66.05,2024,7,>50,2
4536,57,Female,False,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-26,Express,"Impulse Item,Accessory",81.32,2023,11,>50,2
4536,57,Female,False,Smartphone,SKU1001,5,Cancelled,Cash,166.0,20.75,8,2024-07-17,Overnight,Accessory,8.9,2024,7,>50,1
4537,21,Female,False,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2023-11-25,Express,"Impulse Item,Accessory",52.11,2023,11,<30,2
4537,21,Female,False,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-01-15,Overnight,"Extended Warranty,Extended Warranty",90.56,2024,1,<30,2
4538,61,Female,False,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-06-09,Express,"Extended Warranty,Impulse Item,Accessory",98.01,2024,6,>50,3
4538,61,Female,False,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-06-22,Overnight,"Extended Warranty,Accessory,Impulse Item",77.66,2024,6,>50,3
4538,61,Female,True,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-07-03,Express,,0.0,2024,7,>50,0
4539,20,Female,True,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-02-04,Standard,"Accessory,Accessory",51.59,2024,2,<30,2
4539,20,Female,True,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-06-04,Standard,,0.0,2024,6,<30,0
4540,35,Female,True,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,2024-01-08,Express,Accessory,37.71,2024,1,30-50,1
4540,35,Female,False,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-07-05,Overnight,"Extended Warranty,Accessory",68.86,2024,7,30-50,2
4541,51,Female,False,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-02-06,Standard,,0.0,2024,2,>50,0
4544,74,Male,True,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-05-18,Standard,Extended Warranty,17.6,2024,5,>50,1
4545,47,Male,False,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-06-24,Express,"Impulse Item,Extended Warranty",91.99,2024,6,30-50,2
4545,47,Male,False,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-07-07,Overnight,"Accessory,Accessory,Extended Warranty",79.1,2024,7,30-50,3
4547,44,Female,False,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2023-12-07,Standard,Extended Warranty,26.98,2023,12,30-50,1
4548,31,Male,True,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2024-08-01,Overnight,Accessory,45.32,2024,8,30-50,1
4548,31,Male,True,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-08-02,Standard,"Impulse Item,Accessory,Accessory",139.02,2024,8,30-50,3
4549,68,Female,False,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-03-31,Standard,"Accessory,Accessory",92.85,2024,3,>50,2
4550,77,Male,True,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2024-07-13,Express,"Accessory,Extended Warranty",38.08,2024,7,>50,2
4550,77,Male,False,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-08-27,Express,"Accessory,Impulse Item",43.29,2024,8,>50,2
4551,40,Male,False,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-01-21,Express,,0.0,2024,1,30-50,0
4551,40,Male,True,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-04-16,Standard,"Impulse Item,Accessory",41.43,2024,4,30-50,2
4552,26,Male,True,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-04-03,Overnight,"Impulse Item,Accessory,Impulse Item",86.23,2024,4,<30,3
4552,26,Male,False,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-06-10,Standard,"Extended Warranty,Accessory",78.84,2024,6,<30,2
4553,47,Female,False,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-04-14,Express,"Extended Warranty,Impulse Item,Extended Warranty",51.6,2024,4,30-50,3
4556,72,Male,False,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2023-11-02,Overnight,Extended Warranty,9.14,2023,11,>50,1
4557,42,Male,False,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2023-09-30,Overnight,"Extended Warranty,Accessory",75.12,2023,9,30-50,2
4557,42,Male,True,Smartwatch,SKU1003,3,Cancelled,Cash,6758.64,844.83,8,2024-01-15,Express,,0.0,2024,1,30-50,0
4558,25,Male,False,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-03-26,Overnight,,0.0,2024,3,<30,0
4559,55,Male,False,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2024-09-13,Standard,"Impulse Item,Impulse Item",52.61,2024,9,>50,2
4560,69,Female,True,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-12-02,Standard,"Impulse Item,Impulse Item",53.45,2023,12,>50,2
4560,69,Female,False,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,2024-03-04,Express,,0.0,2024,3,>50,0
4562,47,Female,True,Smartphone,SKU1004,2,Cancelled,Cash,3164.76,791.19,4,2024-06-28,Express,"Accessory,Impulse Item,Accessory",78.75,2024,6,30-50,3
4564,64,Female,False,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2023-10-10,Express,"Extended Warranty,Impulse Item,Extended Warranty",75.08,2023,10,>50,3
4564,64,Female,True,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2024-04-29,Express,"Impulse Item,Extended Warranty,Accessory",80.11,2024,4,>50,3
4564,64,Female,False,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-07-24,Overnight,Extended Warranty,31.49,2024,7,>50,1
4566,49,Female,False,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-05-30,Overnight,"Impulse Item,Extended Warranty",41.85,2024,5,30-50,2
4567,37,Male,True,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,2024-01-29,Express,"Accessory,Accessory,Accessory",50.47,2024,1,30-50,3
4568,27,Female,True,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-09-15,Overnight,Extended Warranty,46.22,2024,9,<30,1
4569,64,Male,True,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-01-24,Express,Impulse Item,8.15,2024,1,>50,1
4570,60,Female,False,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2024-06-20,Express,,0.0,2024,6,>50,0
4572,27,Male,False,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,2023-10-22,Express,"Impulse Item,Accessory",67.43,2023,10,<30,2
4573,51,Female,True,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2024-06-21,Standard,"Extended Warranty,Accessory",80.38,2024,6,>50,2
4574,78,Male,False,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-06-01,Standard,"Extended Warranty,Accessory",60.48,2024,6,>50,2
4575,37,Female,False,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-03-31,Express,"Extended Warranty,Extended Warranty",43.64,2024,3,30-50,2
4577,40,Male,True,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-23,Overnight,"Accessory,Impulse Item",50.92,2024,3,30-50,2
4577,40,Male,False,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-06-28,Overnight,,0.0,2024,6,30-50,0
4577,40,Male,True,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2024-09-08,Standard,"Accessory,Impulse Item,Extended Warranty",94.86,2024,9,30-50,3
4578,40,Male,True,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2023-10-13,Express,,0.0,2023,10,30-50,0
4578,40,Male,True,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-12-23,Overnight,"Extended Warranty,Impulse Item,Impulse Item",35.44,2023,12,30-50,3
4582,69,Female,False,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2023-11-10,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",109.69,2023,11,>50,3
4582,69,Female,False,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2023-12-07,Overnight,"Accessory,Impulse Item,Accessory",75.72,2023,12,>50,3
4582,69,Female,False,Smartphone,SKU1004,2,Cancelled,Cash,5538.33,791.19,7,2024-04-03,Standard,,0.0,2024,4,>50,0
4583,24,Male,False,Laptop,SKU1005,3,Cancelled,Credit Card,3247.72,463.96,7,2023-11-18,Standard,"Extended Warranty,Accessory,Accessory",75.02,2023,11,<30,3
4583,24,Male,False,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-04-10,Standard,"Accessory,Extended Warranty",46.99,2024,4,<30,2
4584,38,Male,False,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-02-09,Standard,Extended Warranty,23.14,2024,2,30-50,1
4584,38,Male,False,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2024-06-11,Overnight,,0.0,2024,6,30-50,0
4584,38,Male,False,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-08-30,Express,Extended Warranty,13.98,2024,8,30-50,1
4586,71,Female,True,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-02-20,Overnight,,0.0,2024,2,>50,0
4586,71,Female,False,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-06-02,Overnight,Impulse Item,34.61,2024,6,>50,1
4587,47,Male,False,Laptop,SKU1004,4,Completed,Credit Card,2796.09,932.03,3,2023-11-23,Standard,"Impulse Item,Impulse Item,Impulse Item",53.87,2023,11,30-50,3
4587,47,Male,False,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-08-01,Express,,0.0,2024,8,30-50,0
4588,33,Female,False,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2023-10-06,Overnight,"Extended Warranty,Impulse Item,Accessory",72.35,2023,10,30-50,3
4588,33,Female,False,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2023-10-27,Overnight,,0.0,2023,10,30-50,0
4588,33,Female,False,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,2023-11-04,Overnight,Extended Warranty,25.2,2023,11,30-50,1
4589,24,Female,False,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-11-12,Standard,Extended Warranty,42.25,2023,11,<30,1
4589,24,Female,False,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-03-26,Overnight,Impulse Item,9.35,2024,3,<30,1
4590,39,Female,True,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2023-10-23,Express,"Accessory,Impulse Item,Extended Warranty",108.99,2023,10,30-50,3
4591,66,Male,False,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2023-10-17,Express,"Extended Warranty,Accessory,Impulse Item",102.36,2023,10,>50,3
4593,58,Female,False,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2023-10-06,Overnight,"Extended Warranty,Impulse Item",71.41,2023,10,>50,2
4593,58,Female,False,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-03-21,Standard,Impulse Item,45.82,2024,3,>50,1
4593,58,Female,True,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2024-06-21,Standard,,0.0,2024,6,>50,0
4594,65,Female,False,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-06-07,Express,"Accessory,Accessory,Extended Warranty",63.53,2024,6,>50,3
4597,34,Male,False,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,2023-11-12,Standard,Accessory,8.45,2023,11,30-50,1
4599,65,Male,False,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-02-11,Standard,Impulse Item,44.85,2024,2,>50,1
4600,67,Male,True,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2023-11-24,Standard,,0.0,2023,11,>50,0
4602,37,Male,False,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-03-24,Overnight,"Impulse Item,Extended Warranty,Impulse Item",45.43,2024,3,30-50,3
4603,19,Male,False,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-02-03,Standard,Extended Warranty,45.79,2024,2,<30,1
4604,40,Male,False,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-03-02,Overnight,Extended Warranty,37.2,2024,3,30-50,1
4604,40,Male,False,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-07-08,Overnight,Extended Warranty,41.96,2024,7,30-50,1
4605,67,Female,False,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2023-09-28,Overnight,,0.0,2023,9,>50,0
4606,48,Male,False,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-04-11,Overnight,"Extended Warranty,Impulse Item",47.21,2024,4,30-50,2
4608,36,Female,False,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2023-11-01,Overnight,"Extended Warranty,Accessory,Extended Warranty",47.43,2023,11,30-50,3
4609,50,Male,True,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2023-10-30,Overnight,,0.0,2023,10,30-50,0
4610,69,Female,False,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-07-10,Overnight,,0.0,2024,7,>50,0
4610,69,Female,False,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-07-14,Express,"Accessory,Extended Warranty",37.59,2024,7,>50,2
4611,46,Female,False,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,2024-01-09,Standard,"Accessory,Accessory,Accessory",103.92,2024,1,30-50,3
4611,46,Female,True,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2024-03-29,Overnight,"Extended Warranty,Impulse Item",94.24,2024,3,30-50,2
4612,43,Female,False,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2024-01-10,Standard,"Accessory,Accessory,Extended Warranty",84.17,2024,1,30-50,3
4613,38,Male,False,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2023-11-29,Express,"Accessory,Extended Warranty",41.35,2023,11,30-50,2
4613,38,Male,False,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-04-15,Standard,,0.0,2024,4,30-50,0
4613,38,Male,False,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-05-18,Express,"Extended Warranty,Accessory,Accessory",110.52,2024,5,30-50,3
4614,78,Female,False,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2023-10-20,Standard,,0.0,2023,10,>50,0
4615,77,Male,False,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2023-10-12,Express,"Accessory,Extended Warranty",51.91,2023,10,>50,2
4615,77,Male,True,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-07-06,Express,"Accessory,Impulse Item",51.41,2024,7,>50,2
